id,scope0_id,scope1_id,scope2_id,scope3_id,class_id,kind_id,direction_id,case_id,status_id,value,"value_s","format","value_type","value_attrib0","value_attrib1","unit","description","source","expression","notation","lastmoddate"
10,1,0,0,0,8,6,0,0,1,0,"%SELF%_004.fits","%s","T","basic","multi","","Chebyshev representation of the ephemerides of Jupiter, with origin at the barycentre of the solar system (BCRS), in the equatorial ICRF frame. The ephemeris covers the period starting on JD (JDBEGIP + JDBEGFP) and ending on JD (JDENDIP + JDENDFP) for the position and starting on JD (JDBEGIV + JDBEGFV) and ending on JD (JDENDIV + JDENDFV) for the velocity. A number of Chebyshev coefficients equal to ORDERSP is given for NSSP time intervals of SPANSP days to describe the position-vector components in units of m; the similar parameters ending with PP (Peculiar Position) are not used in the current release and are reserved for future usage. A number of Chebyshev coefficients equal to ORDERSV is given for NSSV time intervals of SPANSV days to describe the velocity-vector components in units of m s^-1; the similar parameters ending with PV (Peculiar Velocity) are not used in the current release and are reserved for future usage. The first three HDUs contain the coefficients for the three components of the position, while the last three HDUs contain the coefficients for the three components of the velocity","A. Fienga, J. Laskar, H. Manche, M. Gastineau, 19 April 2007, 'Solar system planetary ephemeris delivery: INPOP06', GAIA-CA-TN-IMC-AF-001-01 (see also http://www.imcce.fr/Equipes/ASD/inpop/inpop06_preprint.pdf)","","","2007-04-23 11:00:00"
11,1,0,0,0,9,6,0,0,1,0,"%SELF%_004.fits","%s","T","basic","multi","","Chebyshev representation of the ephemerides of Saturn, with origin at the barycentre of the solar system (BCRS), in the equatorial ICRF frame. The ephemeris covers the period starting on JD (JDBEGIP + JDBEGFP) and ending on JD (JDENDIP + JDENDFP) for the position and starting on JD (JDBEGIV + JDBEGFV) and ending on JD (JDENDIV + JDENDFV) for the velocity. A number of Chebyshev coefficients equal to ORDERSP is given for NSSP time intervals of SPANSP days to describe the position-vector components in units of m; the similar parameters ending with PP (Peculiar Position) are not used in the current release and are reserved for future usage. A number of Chebyshev coefficients equal to ORDERSV is given for NSSV time intervals of SPANSV days to describe the velocity-vector components in units of m s^-1; the similar parameters ending with PV (Peculiar Velocity) are not used in the current release and are reserved for future usage. The first three HDUs contain the coefficients for the three components of the position, while the last three HDUs contain the coefficients for the three components of the velocity","A. Fienga, J. Laskar, H. Manche, M. Gastineau, 19 April 2007, 'Solar system planetary ephemeris delivery: INPOP06', GAIA-CA-TN-IMC-AF-001-01 (see also http://www.imcce.fr/Equipes/ASD/inpop/inpop06_preprint.pdf)","","","2007-04-23 11:00:00"
12,1,0,0,0,10,6,0,0,1,0,"%SELF%_004.fits","%s","T","basic","multi","","Chebyshev representation of the ephemerides of Uranus, with origin at the barycentre of the solar system (BCRS), in the equatorial ICRF frame. The ephemeris covers the period starting on JD (JDBEGIP + JDBEGFP) and ending on JD (JDENDIP + JDENDFP) for the position and starting on JD (JDBEGIV + JDBEGFV) and ending on JD (JDENDIV + JDENDFV) for the velocity. A number of Chebyshev coefficients equal to ORDERSP is given for NSSP time intervals of SPANSP days to describe the position-vector components in units of m; the similar parameters ending with PP (Peculiar Position) are not used in the current release and are reserved for future usage. A number of Chebyshev coefficients equal to ORDERSV is given for NSSV time intervals of SPANSV days to describe the velocity-vector components in units of m s^-1; the similar parameters ending with PV (Peculiar Velocity) are not used in the current release and are reserved for future usage. The first three HDUs contain the coefficients for the three components of the position, while the last three HDUs contain the coefficients for the three components of the velocity","A. Fienga, J. Laskar, H. Manche, M. Gastineau, 19 April 2007, 'Solar system planetary ephemeris delivery: INPOP06', GAIA-CA-TN-IMC-AF-001-01 (see also http://www.imcce.fr/Equipes/ASD/inpop/inpop06_preprint.pdf)","","","2007-04-23 11:00:00"
13,1,0,0,0,11,6,0,0,1,0,"%SELF%_004.fits","%s","T","basic","multi","","Chebyshev representation of the ephemerides of Neptune, with origin at the barycentre of the solar system (BCRS), in the equatorial ICRF frame. The ephemeris covers the period starting on JD (JDBEGIP + JDBEGFP) and ending on JD (JDENDIP + JDENDFP) for the position and starting on JD (JDBEGIV + JDBEGFV) and ending on JD (JDENDIV + JDENDFV) for the velocity. A number of Chebyshev coefficients equal to ORDERSP is given for NSSP time intervals of SPANSP days to describe the position-vector components in units of m; the similar parameters ending with PP (Peculiar Position) are not used in the current release and are reserved for future usage. A number of Chebyshev coefficients equal to ORDERSV is given for NSSV time intervals of SPANSV days to describe the velocity-vector components in units of m s^-1; the similar parameters ending with PV (Peculiar Velocity) are not used in the current release and are reserved for future usage. The first three HDUs contain the coefficients for the three components of the position, while the last three HDUs contain the coefficients for the three components of the velocity","A. Fienga, J. Laskar, H. Manche, M. Gastineau, 19 April 2007, 'Solar system planetary ephemeris delivery: INPOP06', GAIA-CA-TN-IMC-AF-001-01 (see also http://www.imcce.fr/Equipes/ASD/inpop/inpop06_preprint.pdf)","","","2007-04-23 11:00:00"
14,1,0,0,0,12,6,0,0,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Chebyshev representation of the ephemerides of the Moon, with origin at the barycentre of the solar system (BCRS), in the equatorial ICRF frame. The ephemeris covers the period starting on JD (JDBEGIP + JDBEGFP) and ending on JD (JDENDIP + JDENDFP) for the position and starting on JD (JDBEGIV + JDBEGFV) and ending on JD (JDENDIV + JDENDFV) for the velocity. A number of Chebyshev coefficients equal to ORDERSP is given for NSSP time intervals of SPANSP days to describe the position-vector components in units of m; the similar parameters ending with PP (Peculiar Position) are not used in the current release and are reserved for future usage. A number of Chebyshev coefficients equal to ORDERSV is given for NSSV time intervals of SPANSV days to describe the velocity-vector components in units of m s^-1; the similar parameters ending with PV (Peculiar Velocity) are not used in the current release and are reserved for future usage. The first three HDUs contain the coefficients for the three components of the position, while the last three HDUs contain the coefficients for the three components of the velocity","A. Fienga, J. Laskar, H. Manche, M. Gastineau, 19 April 2007, 'Solar system planetary ephemeris delivery: INPOP06', GAIA-CA-TN-IMC-AF-001-01 (see also http://www.imcce.fr/Equipes/ASD/inpop/inpop06_preprint.pdf)","","","2007-04-23 11:00:00"
15,1,0,0,0,13,7,0,0,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Calibration function S_V(\\lambda). This function can, alternatively, be used to define the zero point of the Johnson V magnitude scale by imposing the requirement that, for any stellar photon flux density N_\\lambda (in photons s^-1 m^-2 nm^-1 above the Earth's atmosphere) with V = 0 mag, the integral from 470 to 700 nm (the support interval of the Johnson V band) of N_\\lambda times S_V(\\lambda) equals N_0 photons s^-1 m^-2. The function S_V(\\lambda) and the normalisation constant N_0 depend on the definition of the shape of the Johnson V band, on the monochromatic calibration flux f_{0\\lambda} (or f_{0\\nu}) at \\lambda_0, and on the spectrum f_{0\\nu}(\\lambda) of the general unreddened A0V star. First column: wavelength \\lambda (in nm; from 470.0 to 700.0). Second column: S_V(\\lambda)","J.H.J. de Bruijne, 26 May 2003, 'Stellar fluxes: transformations and calibrations', GAIA-JdB-005, revision 1, Appendix D","","S_V(\\lambda)","2006-03-01 09:00:00"
16,1,0,0,0,13,8,0,1,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Spectrum f_{0\\nu}(\\lambda) of an unreddened A0V star (see GAIA-JdB-005): Kurucz/ATLAS9 Vega spectrum (CDROM 19) with T_eff = 9550 K, log g = 3.95 dex, [Fe/H] = -0.5 dex, and v_micro = 2 km s^-1. First column: wavelength \\lambda (in nm; from 115.0 to 1062.0). Second column: Eddington flux (in W m^-2 Hz^-1 steradian^-1). Note that the flux at 115.0 nm was obtained using linear interpolation between the available fluxes at 114.5 and 115.5 nm (0.1386E-06 and 0.1191E-06, respectively). Note that the flux at 1062.0 nm was obtained using linear interpolation between the available fluxes at 1057.5 and 1062.5 nm (0.2505E-04 and 0.2489E-04, respectively)","C. Jordi (PWG), priv. comm., 4 March 2003; see also http://gaia.am.ub.es/PWG/vega.mod. Note that data beyond the current wavelength limits are available","","f_{0\\nu}(\\lambda)","2006-03-01 09:00:00"
17,1,0,0,0,14,9,0,0,1,0,"%SELF%_002.fits","%s","T","basic","multi","","Interstellar extinction curve (see also J.H.J. de Bruijne, 26 May 2003, 'Stellar fluxes: transformations and calibrations', GAIA-JdB-005, revision 1). First column: wavelength \\lambda (in nm; \\lambda = 200.0 to 1100.0). Second column: normalised interstellar extinction A(\\lambda) / A(\\lambda_{ref}) with \\lambda_{ref} = 1000 / 1.82 = 549.45 nm. Note that it has become customary within the Gaia community to denote A(\\lambda_{ref}) for \\lambda_{ref} = 1000 / 1.82 = 549.45 nm as A(550 nm)","J.A. Cardelli, G.C. Clayton, J.S. Mathis, 1989, 'The relationship between infrared, optical, and ultraviolet extinction', ApJ, 345, 245","","A(\\lambda) / A(550 nm)","2006-03-01 09:00:00"
18,1,0,0,0,3,8,0,1,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Spectrum f_{\\odot\\nu}(\\lambda) of the Sun: Kurucz/ATLAS9 spectrum (CDROM 19). First column: wavelength \\lambda (in nm; from 115.0 to 1062.0). Second column: Eddington flux (in W m^-2 Hz^-1 steradian^-1). Note that the flux at 115.0 nm was obtained using linear interpolation between the available fluxes at 114.5 and 115.5 nm (0.6745E-15 and 0.8131E-15, respectively). Note that the flux at 1062.0 nm was obtained using linear interpolation between the available fluxes at 1057.5 and 1062.5 nm (0.8892E-05 and 0.8861E-05, respectively)","C. Jordi (PWG), priv. comm., 17 February 2003; see also http://gaia.am.ub.es/PWG/sun.mod. Note that data beyond the current wavelength limits are available","","f_{\\odot\\nu}(\\lambda)","2006-03-01 09:00:00"
19,1,0,0,0,15,10,0,2,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Silicon photon absorption depth as a function of (photon) wavelength. First column: wavelength \\lambda (in nm; from 200.0 to 1100.0). Second column: Silicon optical absorption coefficient \\alpha (in [10^-6 m]^-1) at T = 160 K. Third column: Silicon photon absorption depth L_A = \\alpha^-1 (in 10^-6 m) at T = 160 K","K. Rajkanan, R. Singh, J. Shewchun, 1979, 'Absorption coefficient of Silicon for solar cell calculations', Solid-State Electronics, 22, 793-795; analytical phenomenological model presented in this reference has an accuracy of about 20%; formal validity ranges are 20-500 K in temperature T and 1.1-4.0 eV, i.e., 310-1127 nm, in photon energy (and wavelength)","","L_A(\\lambda) = \\alpha^{-1}","2006-03-01 09:00:00"
20,1,0,0,0,15,11,0,2,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Silicon optical absorption coefficient as a function of (photon) wavelength. First column: wavelength \\lambda (in nm; from 200.0 to 1100.0). Second column: Silicon optical absorption coefficient \\alpha (in [10^-6 m]^-1) at T = 160 K. Third column: Silicon photon absorption depth L_A = \\alpha^-1 (in 10^-6 m) at T = 160 K","K. Rajkanan, R. Singh, J. Shewchun, 1979, 'Absorption coefficient of Silicon for solar cell calculations', Solid-State Electronics, 22, 793-795; analytical phenomenological model presented in this reference has an accuracy of about 20%; formal validity ranges are 20-500 K in temperature T and 1.1-4.0 eV, i.e., 310-1127 nm, in photon energy (and wavelength)","","\\alpha(\\lambda)","2006-03-01 09:00:00"
21,1,0,0,0,16,0,0,3,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Johnson B band filter profile (normalised standard passband in the Johnson-Cousins UBVRI photometric system). First column: wavelength \\lambda (in nm; from 360.0 to 560.0). Second column: normalised transmittance","M.S. Bessell, 1990, 'UBVRI passbands', PASP, 102, 1181, Table 2. Recommended for extension towards infra-red (Glass-system bands JHKLM): M.S. Bessell, J.M. Brett, 1988, 'JHKLM photometry: standard systems, passbands, and intrinsic colors', PASP, 100, 1134","","B(\\lambda)","2006-03-01 09:00:00"
22,1,0,0,0,16,0,0,4,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Johnson V band filter profile (normalised standard passband in the Johnson-Cousins UBVRI photometric system). First column: wavelength \\lambda (in nm; from 470.0 to 700.0). Second column: normalised transmittance","M.S. Bessell, 1990, 'UBVRI passbands', PASP, 102, 1181, Table 2. Recommended for extension towards infra-red (Glass-system bands JHKLM): M.S. Bessell, J.M. Brett, 1988, 'JHKLM photometry: standard systems, passbands, and intrinsic colors', PASP, 100, 1134","","V(\\lambda)","2006-03-01 09:00:00"
23,1,0,0,0,16,0,0,5,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Cousins R band filter profile (normalised standard passband in the Johnson-Cousins UBVRI photometric system). First column: wavelength \\lambda (in nm; from 550.0 to 900.0; note the unequal wavelength spacing: the final three wavelengths are separated by 50 nm instead of 10 nm). Second column: normalised transmittance","M.S. Bessell, 1990, 'UBVRI passbands', PASP, 102, 1181, Table 2. Recommended for extension towards infra-red (Glass-system bands JHKLM): M.S. Bessell, J.M. Brett, 1988, 'JHKLM photometry: standard systems, passbands, and intrinsic colors', PASP, 100, 1134","","R(\\lambda)","2006-03-01 09:00:00"
24,1,0,0,0,16,0,0,6,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Cousins I band filter profile (normalised standard passband in the Johnson-Cousins UBVRI photometric system). First column: wavelength \\lambda (in nm; from 700.0 to 920.0). Second column: normalised transmittance","M.S. Bessell, 1990, 'UBVRI passbands', PASP, 102, 1181, Table 2. Recommended for extension towards infra-red (Glass-system bands JHKLM): M.S. Bessell, J.M. Brett, 1988, 'JHKLM photometry: standard systems, passbands, and intrinsic colors', PASP, 100, 1134","","I(\\lambda)","2006-03-01 09:00:00"
25,1,0,0,0,17,8,0,7,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Photon flux density N_{\\lambda}(\\lambda) of an unreddened B1V star (Pickles' star number 004) at V = 0 mag. First column: wavelength \\lambda (in nm; from 115.0 to 1062.0). Second column: photon flux density above the Earth's atmosphere (in photons m^-2 s^-1 nm^-1; the photometric zero point is described in J.H.J. de Bruijne, 26 May 2003, 'Stellar fluxes: transformations and calibrations', GAIA-JdB-005, revision 1)","A.J. Pickles, 1998, 'A stellar spectral flux library: 1150-25000 AA', PASP, 110, 863","","N_{\\lambda}(\\lambda)","2006-03-01 09:00:00"
26,1,0,0,0,13,8,0,7,1,0,"%SELF%_001.fits","%s","T","basic","multi","","Photon flux density N_{\\lambda}(\\lambda) of an unreddened A0V star (Pickles' star number 009) at V = 0 mag. Note that this unreddened A0V star refers to Pickles' star number 009, and not to the Kurucz/ATLAS9 Vega spectrum which has been used for flux normalisation and zero-point definition. First column: wavelength \\lambda (in nm; from 115.0 to 1062.0). Second column: photon flux density above the Earth's atmosphere (in photons m^-2 s^-1 nm^-1; the photometric zero point is described in J.H.J. de Bruijne, 26 May 2003, 'Stellar fluxes: transformations and calibrations', GAIA-JdB-005, revision 1)","A.J. Pickles, 1998, 'A stellar spectral flux library: 1150-25000 AA', PASP, 110, 863","","N_{\\lambda}(\\lambda)","2006-03-01 09:00:00"
